Date,Month1,Month2,Month3,Month4,Month5,Month6,Month7
2024-05-01 11:16:51,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-05-02 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-05-06 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|EDITS_ONLY,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|EDITS_ONLY,SEP-24|2024-08-09 15:30:00|EDITS_ONLY,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-05-07 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-05-16 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-05-17 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-05-27 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|EDITS_ONLY,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|EDITS_ONLY,SEP-24|2024-08-09 15:30:00|EDITS_ONLY,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-05-28 11:16:51,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-06-03 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|OFFLINE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|OFFLINE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-06-04 11:16:54,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,JUL-24|2024-06-14 15:30:00|TRADEABLE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-06-17 11:21:15,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,DEC-25|2025-11-14 16:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-06-19 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|EDITS_ONLY,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,DEC-25|2025-11-14 16:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|EDITS_ONLY,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-06-20 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,DEC-25|2025-11-14 16:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-07-04 11:16:56,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|EDITS_ONLY,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,DEC-25|2025-11-14 16:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|EDITS_ONLY,SEP-25|2025-08-08 15:30:00|OFFLINE
2024-07-05 11:16:55,MAR-25|2025-02-14 16:30:00|OFFLINE,DEC-24|2024-11-08 16:30:00|TRADEABLE,JUL-25|2025-06-13 15:30:00|OFFLINE,MAY-25|2025-04-11 15:30:00|OFFLINE,DEC-25|2025-11-14 16:30:00|OFFLINE,SEP-24|2024-08-09 15:30:00|TRADEABLE,SEP-25|2025-08-08 15:30:00|OFFLINE
